FORECAST_WEEK,STATE_NAME,FORECAST_CASES,FORECAST_DEATHS,FORECAST_IND
NEW YORK,4/30/2022,51341.62195,252.2201414,1
NORTH CAROLINA,4/30/2022,14405.47238,71.79736814,1
NORTH DAKOTA,4/30/2022,805.0022634,4.347484237,1
OHIO,4/30/2022,13624.1881,48.36100518,1
OKLAHOMA,4/30/2022,4284.162437,52.72137772,1
OREGON,4/30/2022,6666.241862,29.96403215,1
PENNSYLVANIA,4/30/2022,17820.11148,73.8265652,1
RHODE ISLAND,4/30/2022,2743.286374,11.80812184,1
SOUTH CAROLINA,4/30/2022,4938.405827,49.97743997,1
SOUTH DAKOTA,4/30/2022,820.6662859,3.719827773,1
TENNESSEE,4/30/2022,5063.069647,75.16245731,1
TEXAS,4/30/2022,37546.42763,213.8978268,1
UTAH,4/30/2022,2969.986183,9.381009443,1
VERMONT,4/30/2022,1851.698993,8.041558787,1
VIRGINIA,4/30/2022,12719.93247,90.25984902,1
WASHINGTON,4/30/2022,12249.19494,25.20327378,1
WEST VIRGINIA,4/30/2022,2119.84581,21.50292331,1
WISCONSIN,4/30/2022,9418.121555,30.0729531,1
WYOMING,4/30/2022,521.0266948,4.9141298,1
ALABAMA,5/7/2022,7506.565358,23.54541293,1
ARIZONA,5/7/2022,11948.36364,23.97668313,1
ARKANSAS,5/7/2022,4598.036623,17.87286414,1
CALIFORNIA,5/7/2022,76952.67632,171.5949568,1
COLORADO,5/7/2022,13982.49876,32.6777215,1
CONNECTICUT,5/7/2022,9055.030245,8.464930736,1
DELAWARE,5/7/2022,2257.978841,6.17089212,1
DISTRICT OF COLUMBIA,5/7/2022,2045.818251,6.687356062,1
FLORIDA,5/7/2022,53676.35582,102.9149454,1
GEORGIA,5/7/2022,15089.15366,49.01026509,1
HAWAII,5/7/2022,2111.49575,29.41620149,1
IDAHO,5/7/2022,2619.590201,11.44153994,1
ILLINOIS,5/7/2022,30367.12147,48.9653651,1
INDIANA,5/7/2022,11260.58745,22.49722104,1
IOWA,5/7/2022,5100.162926,21.53099376,1
KANSAS,5/7/2022,5033.850325,15.40695746,1
